,shopid,itemid,rating_star,cmt,Sentiment,Predicted Sentiment,B,G,N,Score
1154,4149345,13432637,5, Excellent Item Quality Excellent Value Excellent Delivery Speed Excellent Overall Service,G,G,0.0191174633753,0.963782811004,0.0170997256204,0.94
1155,4937640,104772116,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1156,4937640,26495797,2,Not pigmented at all. ,B,G,0.315288675506,0.414840361452,0.269870963042,0.1
1157,4149345,43856834,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1158,4149345,14482801,5, Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
1159,4937640,24095331,4,Small and better for under eyes,N,N,0.281750579077,0.231765474616,0.486483946307,-0.05
1160,4937640,18984937,5, AMAZING product quality and faster delivery than expected!!!  Excellent service by seller,G,G,0.0595669444329,0.921675976636,0.0187570789309,0.86
1161,4937640,18945556,0,"Hello, is it matte? (:",N,N,0.254041055274,0.196493090771,0.549465853954,-0.06
1162,4149345,17707898,5,The pens come in super cute designs! Just be mindful that some of the pens tend to be more inky than usual! Other then that it's a great purchase! ,G,G,0.108448424935,0.621493165518,0.270058409547,0.51
1163,4149345,66185065,5,great seller to deal with...sent me a free gift as they accidently sent the wrong colour🤗🤗🤗,G,G,0.242039153278,0.570870838601,0.187090008121,0.33
1164,4149345,42089826,1,The accuracy of the this equipment is totally unacceptable,B,B,0.454864225247,0.179595672359,0.365540102394,-0.28
1165,4149345,57906487,5," Excellent service by seller
Very pleased with seller's service - seller is patient n prompt in responding. Will buy from this seller again in near future. Tks...",G,G,0.0577989103443,0.844321302206,0.0978797874501,0.79
1166,4937640,18980338,2,Did not receive one of the item. Pls reply to my message.,B,B,0.540001614926,0.164176555049,0.295821830025,-0.38
1167,4149345,16749761,2, Poor delivery speed,B,B,0.905301588533,0.0390143712331,0.0556840402337,-0.87
1168,4149345,185816461,2,"Good pigment, colour different from picture, not matte at all, smells like fuel. Would not recommend ",B,B,0.404784169887,0.348308392907,0.246907437206,-0.06
1169,4149345,71921841,0,Hi,N,N,0.0442987869954,0.0511963549531,0.904504858052,0.01
1170,4149345,15719640,5,It will be helpful if the product guide is included,G,N,0.331710762026,0.265819461591,0.402469776383,-0.07
1171,4149345,16431226,5,Item well received. Satisfied with all the prompt service. ,G,G,0.129290497184,0.800579553385,0.0701299494312,0.67
1172,4937640,26495113,0,@jaejaejae doe it expand when wet? And becomes soft?,N,N,0.223491179412,0.174851465689,0.601657354899,-0.05
1173,4149345,19342314,5,Item well received. Satisfied with the prompt service.,G,G,0.129290497184,0.800579553385,0.0701299494312,0.67
1174,4149345,13432637,0,Hmm im wondering do u do meet ups? Just asking,N,N,0.217826135927,0.277462312188,0.504711551885,0.06
1175,4937640,18985268,5,"Excellent service by seller, Good value for money",G,G,0.00733735241996,0.987296122293,0.00536652528687,0.98
1176,4937640,21273294,5,Slow delivery,B,N,0.276570610402,0.285729776906,0.437699612692,0.01
1177,4149345,14479774,3,Product is sharp at the edges and some little bubbles on the display stand. Otherwise all else is great:) gd product at great price! Thanks,G,G,0.114055297938,0.779505670027,0.106439032035,0.67
1178,4937640,17702205,5,Beautiful colours!,G,N,0.260062622844,0.306537694357,0.433399682799,0.05
1179,4149345,42089916,4,The instructions were a bit wrong and confusing but it works fine. ,N,N,0.190317895056,0.34427269562,0.465409409324,0.15
1180,4149345,258380890,4,"Smells funky, a little too hard, but works alright",N,N,0.345500657971,0.2656933418,0.388806000229,-0.08
1181,4149345,21419969,5,Item is definitely good 👍,G,G,0.0925784723966,0.805174342844,0.102247184759,0.71
1182,4937640,18985972,1, Very poor product quality,B,B,0.931677261329,0.0625535260156,0.00576921265551,-0.87
1183,4937640,104772116,5,Been using this.,N,N,0.235877362378,0.292178865746,0.471943771875,0.06
1184,4937640,24088151,5,Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
1185,4149345,13432519,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1186,4937640,35923923,5,Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
1187,4937640,97193745,4,Worth buying for small palette and less usage. Colors not all pigmented but have most basic colors.,N,N,0.211995072878,0.277646566597,0.510358360525,0.07
1188,4937640,16812173,5,one of it broken but seller kindly refundt.ty,G,G,0.311189134286,0.454775807655,0.23403505806,0.14
1189,4937640,26495797,3,Not so pigmented ,G,G,0.315288675506,0.414840361452,0.269870963042,0.1
1190,4149345,49780104,5,Item took about 10 days to arrive but came in good working condition. ,G,G,0.0619063248075,0.877578516751,0.0605151584414,0.82
1191,4937640,36621555,5,Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
1192,4937640,17704793,5,i love it.,G,G,0.0349289932903,0.847891223816,0.117179782894,0.81
1193,4149345,49790653,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1194,4937640,18982022,5,Delivery was fast. The buyer was nice and able to answer my enquiry! 😊😊,G,G,0.0975718740304,0.743790277108,0.158637848862,0.65
1195,4937640,17705699,4,received good.but box abot tampered.,N,N,0.255287905487,0.324077374823,0.42063471969,0.07
1196,4937640,85958022,3,"Good value for money, colour not the same as shown in picture though",G,G,0.0521746630874,0.87983878083,0.067986556083,0.83
1197,4149345,16429172,5,Good packing and in order,G,G,0.0451509717683,0.744992783505,0.209856244726,0.7
1198,4149345,13423994,3,Seller sent not working items and helped me to replace those by sending out the working items with wrong color of strap after I reported. ,G,G,0.362935065296,0.440628836675,0.196436098029,0.08
1199,4937640,85958051,4,Good value for money,G,G,0.0245500709046,0.9421338868,0.0333160422949,0.92
1200,4149345,14479925,5,Smaller den expected ,B,G,0.385646890397,0.41656020287,0.197792906733,0.03
1201,4937640,18982022,5,Delivery was fast. The buyer was nice and able to answer my enquiry,G,G,0.0975718740304,0.743790277108,0.158637848862,0.65
1202,4937640,18983260,5,i love it.mac eyeliner,G,G,0.173774066186,0.605874071232,0.220351862583,0.43
1203,4149345,15247475,0,@kawaiichan of course,N,N,0.265496261042,0.298229497573,0.436274241385,0.03
1204,4937640,22564347,2,one of the brushes broke. & one of it has a shaky handle. but bristles are soft,B,B,0.573677904435,0.231794273305,0.19452782226,-0.34
1205,4149345,15737271,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1206,4937640,18984937,5,"
",N,N,0.267883895558,0.286685708698,0.445430395744,0.02
1207,4937640,18983802,5,good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
1208,4937640,18983118,4,Not very pigmented. But for the price I think it's good. ,N,G,0.0913912838284,0.658982592552,0.24962612362,0.57
1209,4937640,18985414,1,dissapointed dry and almost empty n nothing. thought of buying 100pcs but lucky i bought 4 first.really bad impression not buying again.,B,B,0.412282262677,0.30121780332,0.286499934003,-0.11
1210,4149345,16742949,3,The motion detect sensor not very sensitive ,G,G,0.335718167197,0.376697900743,0.287583932059,0.04
1211,4149345,86741665,0,win10 not supported? ,N,N,0.181906404132,0.20667530045,0.611418295418,0.02
1212,4937640,61156559,2,You pay for what you get but I've bought better for less,B,G,0.311326896738,0.405976603406,0.282696499856,0.09
1213,4937640,17702687,0,@s_nuraisiah  hi.. is the color pigmented?,N,N,0.123010237544,0.144456152261,0.732533610195,0.02
1214,4937640,206979647,3, Delivery time as expected,G,G,0.131631227852,0.611241491636,0.257127280512,0.48
1215,4937640,18985550,5,good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
1216,4149345,17709172,4, Delivery time as expected,N,G,0.131631227852,0.611241491636,0.257127280512,0.48
1217,4937640,18985619,1,box damage.all open up as box not wrap in plastic.,B,B,0.631130124532,0.10380061258,0.265069262888,-0.53
1218,4937640,18985619,3,good item but box badly tempered.really hope for better packaging,G,G,0.257777130592,0.65203667086,0.0901861985486,0.39
1219,4149345,49770593,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1220,4149345,86741665,5,Received but haven't try it yet,G,B,0.53510664309,0.229392848736,0.235500508173,-0.31
1221,4149345,14479514,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1222,4149345,13426504,5,Good Color but not much shimmer ,G,G,0.126580228661,0.522832941031,0.350586830309,0.4
1223,4937640,18985848,1,good item but box badly tempered.really hope for better packaging,B,G,0.257777130592,0.65203667086,0.0901861985486,0.39
1224,4149345,13432637,5,Works well,G,G,0.233111513478,0.494602567653,0.272285918869,0.26
1225,4937640,18986490,1,very dry.almost nothing.why i dont ask for refund is not worth the price sending them back.,B,B,0.436804086889,0.241598486546,0.321597426566,-0.2
1226,4149345,86741665,5,Delivery was considered fast because of the Lunar New Year Holidays. Credits to the seller for this. Product works exactly the same as the XBOX 360 wired controller. Thanks.,G,G,0.12721761794,0.703169221135,0.169613160924,0.58
1227,4937640,19379045,5,Thx,G,G,0.0654972675614,0.813151957063,0.121350775376,0.75
1228,4937640,19378141,5,good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
1229,4937640,112156309,0,How to order,N,N,0.180613096256,0.238148706267,0.581238197477,0.06
1230,4937640,22563908,5,softn good,G,G,0.0906220781432,0.639821045053,0.269556876804,0.55
1231,4937640,26495713,5,"It works flawlessly, just a bit noisy. However for the price paid, really can't complain much!",G,G,0.331412369155,0.403317233626,0.265270397218,0.07
1232,4149345,14482633,3, Product quality is ok Delivery time as expected,G,G,0.0464908204153,0.847481889352,0.106027290233,0.8
1233,4937640,26495647,5,good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
1234,4937640,40486863,5,"Good mineral mud, very thick texture and feels good after applying. Only downside is that the removal process is rather tedious, but for this price-quality ratio, the product is impressive!",G,G,0.142990146473,0.67983234247,0.177177511057,0.54
1235,4149345,15247462,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1236,4937640,40486717,1," Poor product quality, got electric shocked a couple of times ",B,B,0.691098380074,0.197876523869,0.111025096058,-0.49
1237,4937640,18985414,0,Cheap and does not give any effect to lashes .,N,N,0.132951948008,0.216778797633,0.650269254359,0.08
1238,4937640,19372664,5, Nice and Responsive Seller who knows her job well and every info regarding the product and delivery details is at her fingertips.Strongly recommend to buy from her.,G,G,0.195462477379,0.606503083106,0.198034439515,0.41
1239,4149345,19313368,0,Compass and thermometer are good but not the whistle,N,G,0.154077978223,0.468335370815,0.377586650963,0.31
1240,4149345,106452955,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1241,4149345,24118966,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1242,4149345,13433484,3,Ok only... plastic body got a lot of sharp edges,G,B,0.361557144633,0.287931026589,0.350511828778,-0.07
1243,4149345,115953281,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1244,4937640,19378368,5,Bought one as a gift for Christmas and my friend loved it! Got another one for myself :) ,G,G,0.21377735663,0.603110619297,0.183112024073,0.39
1245,4149345,238833053,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1246,4149345,42462741,5, Excellent Delivery Speed,G,G,0.1190833158,0.813404444476,0.0675122397244,0.69
1247,4149345,16443411,5,"Cool!! Used to open door and window to sleep, now can anti mosquitos 😁😁😁",G,N,0.31728053551,0.321541975233,0.361177489257,0.0
1248,4149345,13432519,2, Poor product quality but good service,B,B,0.559600365415,0.436389242989,0.0040103915958,-0.12
1249,4149345,42089916,3,When receive the box beside already broken.The product must be send in good.Hope next time buy will receive in good package.,G,G,0.199042813113,0.678900136633,0.122057050254,0.48
1250,4149345,13433352,5,"Prompt delivery, the colander is medium size n the color is wat u see..its nice.. ",G,G,0.0951557791417,0.641775149932,0.263069070926,0.55
1251,4937640,22564113,5,$10+ for so many brushes = worth it! Seller was very friendly and efficient when I asked for the color of the brushes. Love the colors!! Would definitely purchase again if I need it in the future :) ,G,G,0.106389949063,0.827112859751,0.0664971911856,0.72
1252,4937640,18945556,0,@zofeerah yes,N,N,0.198385412625,0.18381742873,0.617797158646,-0.01
1253,4149345,13433352,5,"Prompt delivery, the colander is medium size n the color is wat u see..its nice",G,G,0.0951557791417,0.641775149932,0.263069070926,0.55
1254,4149345,14479774,5,Amazing lip holder!!! So glad i got it :) ,G,B,0.484666894968,0.285802927069,0.229530177963,-0.2
1255,4149345,16431852,5," Excellent service by seller. Product as described, thanks!",G,G,0.010279271981,0.975717555892,0.0140031721267,0.97
1256,4937640,24095270,5, Excellent service by seller!,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1257,4149345,206469974,5, Good value for money but yet to try how it work the 30000 & how long can it be charged ..,G,G,0.0899957959311,0.741259878656,0.168744325413,0.65
1258,4149345,14481902,1,Super small,B,G,0.336055262143,0.437762032161,0.226182705696,0.1
1259,4149345,14476821,5,Excellent service ,G,G,0.019955016941,0.940729050454,0.0393159326054,0.92
1260,4149345,13434748,0,Is it BPA free material?,N,N,0.165069640193,0.295473443399,0.539456916408,0.13
1261,4937640,18983527,0,Eyeliner is so pretty!!,N,G,0.294213189521,0.442590536083,0.263196274397,0.15
1262,4937640,26495797,4,"item was as described in the picture although colours are nt very pigmented, bt overall great purchase! 💗",G,G,0.100840992599,0.738127903741,0.161031103661,0.64
1263,4937640,40486735,5,Bought 10 bottles of these before this purchase and it is definitely good for its price! ,G,G,0.0710988652377,0.683662194107,0.245238940655,0.61
1264,4149345,49790515,2, Poor product quality Poor product quality Poor product quality Poor delivery speed Poor delivery speed Poor delivery speed,B,B,0.957549023241,0.0287604786988,0.0136904980605,-0.93
1265,4937640,19377938,5,"Super cheap and it fits well for my clarisonic aria. Brush hairs are really soft, feels identical to my original brush head just that the plastic part used feels cheap which does not affect the use of clarisonic anyways. ",G,G,0.194051655692,0.646239098513,0.159709245795,0.45
1266,4149345,24119045,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1267,4149345,49790515,2, Poor product quality Poor delivery speed,B,B,0.957549023241,0.0287604786988,0.0136904980605,-0.93
1268,4149345,14476821,4,The cover was broken but it's all good! ,N,G,0.286946639458,0.609058104922,0.10399525562,0.32
1269,4149345,13432637,1,Product quality not very good. Feels very plastic and the effect can only be seen if brought VERY near the wall,B,B,0.444119991942,0.428307859313,0.127572148745,-0.02
1270,4937640,26495094,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1271,4149345,106452591,0,"@nooryasmeen  dear, it is ready stock now ",N,N,0.130799862949,0.124517874434,0.744682262617,-0.01
1272,4149345,43856834,5,"Love this colour, the price was reasonable, its not very matte & not very glossy just nice. 👍🏻",G,G,0.109633737391,0.703494471235,0.186871791374,0.59
1273,4937640,44160990,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1274,4149345,43856834,2,"Product arrived in pristine condition, but it is not authentic BBIA. Seller never claimed that it was BBIA in the description so I should have realised. Pigmentation is poor and is not easy to apply. still usable if you're not picky. ",B,B,0.559185887503,0.248797987828,0.19201612467,-0.31
1275,4149345,43856825,3,Fish eyes lens are blurry ,G,N,0.331170964441,0.233922420096,0.434906615463,-0.1
1276,4149345,43856825,3,Fish eye lens are blurry ,G,N,0.331170964441,0.233922420096,0.434906615463,-0.1
1277,4149345,16430420,5,"Feels like High quality, gonna buy a second piece 👍🏽",G,G,0.238062257426,0.472883421584,0.28905432099,0.23
1278,4149345,66180133,5,Fast. Deal again. Thamkyou,G,G,0.12459558911,0.648589467726,0.226814943164,0.52
1279,4937640,40486884,1,Never arrived at all. Seller claims item to be on the way,B,B,0.625593077823,0.251003259532,0.123403662645,-0.37
1280,4149345,15250829,0,"@heymermaid Dear , It normally takes 5-10 days to arrive your address , but sometimes maybe a little delay because of the problem of the weather , the Customs or your address , you can contact with me in chats when you have not received your order for a",N,N,0.131692035951,0.133788223065,0.734519740984,0.0
1281,4149345,86889199,0,"@aikazumirei sorry , dear , it is all complete set, we cannot split it ",N,N,0.268376068151,0.0937350106132,0.637888921235,-0.17
1282,4149345,16427399,5,Remote working for dailin ac. Thanks ,G,G,0.148010242398,0.52698751093,0.325002246672,0.38
1283,4149345,16431670,1,Missing all the parts in the pack. Only the main unit was in the pack. Cannot be used at all!!!,B,G,0.419459809393,0.444250808429,0.136289382178,0.02
1284,4149345,13427298,0,Hi product from which country?,N,N,0.092591442559,0.102693812525,0.804714744916,0.01
1285,4937640,24095270,3,Got no instraction of how to use it.,G,B,0.40631899581,0.363642528705,0.230038475485,-0.04
1286,4149345,16426604,0,@blupzx was it effective?,N,N,0.219251637935,0.237452001225,0.543296360841,0.02
1287,4149345,16430598,1,Totally fallen apart after abit of trying out. Couldn't unscrew the macro lens after screwing the lens on. Please save your money.,B,B,0.461673339971,0.255574699092,0.282751960936,-0.21
1288,4937640,16804489,0,Hello can cash on delivery,N,N,0.148098150827,0.23017707248,0.621724776693,0.08
1289,4149345,57201880,3, Product quality is ok but not suitable for iPhone 7 plus as it is too heavy,G,G,0.136822363847,0.517208768094,0.345968868059,0.38
1290,4149345,13432925,5,awesome made my room more classy 😂,G,G,0.167031745135,0.460327441383,0.372640813482,0.29
1291,4937640,18985005,2,No glitter as advertised.,B,N,0.371315753033,0.244309174993,0.384375071974,-0.13
1292,4149345,49790653,5, Excellent product  quality,G,G,0.0827605734325,0.9080247962,0.00921463036698,0.83
1293,4149345,15249491,5,"Quality brushes and very light, soft yet sturdy to blend. But plastic handle have some colour paint chip off. Overall still satisfied for the price paid",G,G,0.304818933899,0.539776460415,0.155404605685,0.23
1294,4149345,17709916,1,"Noisy even though it is stated no noise. Wind is super weak. Don't waste your money on this.
",B,B,0.66512053879,0.189326442232,0.145553018979,-0.48
1295,4937640,100428125,4,Delivery is a little delayed but the shimmer looks great ! idk why mine has a black spot on it tho .  Good service by seller !,N,G,0.104447564512,0.551801747524,0.343750687964,0.45
1296,4937640,18983118,0,Do u do a meetup?!,N,N,0.176817498361,0.191652617017,0.631529884623,0.01
1297,4149345,17707970,3,The lighter doesn't function. Tried lots of time but failed...,G,G,0.299019760896,0.488132061644,0.21284817746,0.19
1298,4937640,26495649,2,A few sets were found with broken pieces of eyeshadow colour. ,B,B,0.572147929032,0.172989936132,0.254862134836,-0.4
1299,4149345,49790527,5,Very nice,G,G,0.188461952223,0.7148269954,0.0967110523761,0.53
1300,4149345,13432519,5,Superb product for such a price! ,G,G,0.148890960975,0.49351783352,0.357591205505,0.34
1301,4937640,22564159,1," Poor product quality, brushes aren't smooth on the face",B,B,0.768828426815,0.205536257055,0.02563531613,-0.56
1302,4937640,18985414,0,Cheap but has no effect and not waterproof.,N,N,0.233040924837,0.212179876941,0.554779198222,-0.02
1303,4937640,26495797,4, Product quality is ok,N,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1304,4937640,282750352,2," Poor product quality+ Poor delivery speed. Item came in a poly mail with horrible support of styrofoam sponge, no bubble wrap to support the item. Boxes look like they were opened and was easy to open. They were dented too. Bought 3 fans and only 2 work. Pink fan didn't come with the battery & wire",B,B,0.8656477358,0.108776444687,0.0255758195124,-0.76
1305,4149345,17707091,5,"using this to hang at my toilet window sill. As mentioned in the item description,is suitable for doors of thickness 2.3cm, so will not fit over most singapore's room doors",N,N,0.180473940882,0.255547963189,0.563978095929,0.08
1306,4937640,21273379,5,Product well wrapped and delivered ,G,G,0.318836605359,0.56179755501,0.11936583963,0.24
1307,4937640,282750352,2,"Comparing to the black fan ( working ) , you can see that the pink fan is spoiled",B,B,0.581394807687,0.139241701229,0.279363491084,-0.44
1308,4149345,46509044,0,So nice..,N,G,0.0569713428125,0.720326802834,0.222701854353,0.66
1309,4149345,46508803,1,"Item not working,  good seller that offers a refund ",B,G,0.25908676758,0.58657900289,0.15433422953,0.33
1310,4937640,16803999,2,"Not impressed/sastified with the product at all. Except for the liquid eyeliner, eyelash and brush cleaner, the rest of the items are horrible. The eye shadows that I bought are not pigmented and not true to the color at all. Really disappointed. However, eyeliner and eyelashes are good!",B,G,0.440016856045,0.461345587865,0.0986375560896,0.02
1311,4149345,46575090,4,"the pen came nicely packed & it's exactly as shown in the pic. seems to be of good quality, very satisfied :)",G,G,0.0619476203842,0.897220325161,0.0408320544552,0.84
1312,4937640,282750352,2,"Waiting for the seller to advise on the spoiled pink fan, the other two white and black fan works perfectly and would be a overall good buy if the pink fan is not spoiled",B,B,0.517029770829,0.241762857583,0.241207371588,-0.28
1313,4937640,103150845,1,"When the product arrived, it was broken. Spoke to seller and seller insisted that I could only get another one if I bought another item from the site. The seller refused to give any refund at all. ",B,B,0.508205488879,0.386136546405,0.105657964716,-0.12
1314,4149345,13431702,4,"It is a little shaky indeed, hard to bend (really very hard in fact) and I ""Kiaped"" the thing on perhaps a thicker bar hence it was moving. But for this price it's fine. Just that it may not work well then I wonder what's the purpose of buying :( iphone 6s",N,N,0.208169628412,0.333273073373,0.458557298215,0.13
1315,4937640,18984937,5,"This eyeliner is really pigmented and smudged proof! However, not really waterproof hence slightly disappointed. Not being waterproof aside, everything is perfect! Cute packaging, pigmented and smudge proof! Worth the buy!!",N,G,0.202633153992,0.507897425138,0.28946942087,0.31
1316,4149345,14477372,5,For 1.20$ it is indeed worth it! Smooth brush bristles didn't drop any hair.,G,B,0.447687980281,0.328461239561,0.223850780158,-0.12
1317,4937640,104304937,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1318,4937640,515183636,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1319,4149345,14485117,5,Item Received thanx alot!,G,G,0.185953466808,0.695423958505,0.118622574687,0.51
1320,4937640,107241061,1,its more or less okay i guess . Item received. ,B,B,0.460928492048,0.255333321871,0.283738186081,-0.21
1321,4149345,14479774,5,"Looks good!!! Good price as well. Delivery came earlier than expected, not bad. Item wrapped v securely. ",G,G,0.055800743783,0.833616039269,0.110583216949,0.78
1322,4937640,273164985,5,"Normal product quality, feels like the zip will spoil anytime. Delivery took quite some times but acceptable for me. Love the items ~ ",G,G,0.198179776282,0.609407335626,0.192412888092,0.41
1323,4937640,16812206,3,Not pigmented at all and the shades look similar with each other in real life rather than what is shown in the pictures.,G,G,0.250761387137,0.511095410741,0.238143202122,0.26
1324,4149345,14482633,5, Fabulous,G,N,0.267883895558,0.286685708698,0.445430395744,0.02
1325,4937640,18985848,5,Extremely satisfied with this fake eyelashes! Have an extremely soft bone and gives off a really natural look! Worth the buy!,G,G,0.237448667891,0.538936021213,0.223615310895,0.3
1326,4937640,110139884,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1327,4149345,14481739,5,Cheap price and good material!,G,G,0.0126444260822,0.788809280935,0.198546292983,0.78
1328,4149345,30004477,4,Product still ok abit dented here n there at the handle area,N,G,0.178289775588,0.54580102764,0.275909196773,0.37
1329,4149345,35945132,5,Well packed but yet to try out,G,N,0.134942397234,0.352406417956,0.51265118481,0.22
1330,4937640,112156353,5,FAST DELIVERY. Good quality!! Amazing cos packed with bag cover as well!!!,G,G,0.0564128295214,0.878188369902,0.0653988005768,0.82
1331,4937640,19379090,5,"Have yet to try, but overall it's good!",G,N,0.0148068742568,0.464905990966,0.520287134778,0.45
1332,4149345,15719000,5,Best purchase I've ever made :),G,G,0.168241906698,0.474712231073,0.357045862229,0.31
1333,4937640,210159388,4, Product quality is ok,N,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1334,4937640,22564312,3,Came late. But good ,G,G,0.107668272695,0.697257544362,0.195074182943,0.59
1335,4937640,16812206,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1336,4149345,24119061,0,Are these instock?,N,N,0.166004315086,0.175061542479,0.658934142435,0.01
1337,4937640,19347989,5,good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
1338,4937640,98140981,3,"Product quality is ok, just that the colours are not pigmented nor are they true to the color. Color wise is very light as compared to what is shown. However, some colors are really nice, hence it's not a bad product!",G,G,0.249565750399,0.544849416662,0.205584832939,0.3
1339,4149345,15250953,5,True to picture and cheap price,G,G,0.0715453873468,0.647586360404,0.280868252249,0.58
1340,4937640,96340660,5,i have not receive my brushes,G,G,0.432125149808,0.519366899252,0.0485079509394,0.09
1341,4937640,19378368,5,Thx,G,G,0.0654972675614,0.813151957063,0.121350775376,0.75
1342,4149345,15251041,1,Had some defect :( brush can't be closed inner layer can't be pulled up.... Will talk to seller,B,B,0.59789220633,0.294842858591,0.107264935079,-0.3
1343,4937640,104304937,1,"Not only are the colors not pigmented, but it is also not true to the color. Color is way off from what is shown on the palette/photo. The third shade from the top row should've been a darker color, but when swatched on hand, it was medium-light orange. There are drop off everywhere too.",B,B,0.453457145266,0.26558660346,0.280956251274,-0.19
1344,4937640,104771400,5,awesome,G,G,0.122170433351,0.677484612829,0.20034495382,0.56
1345,4937640,127979848,4,"Color wise is good however, it's not waterproof nor it's long lasting. ",B,N,0.261868313431,0.25863557212,0.479496114449,0.0
1346,4149345,14476821,5,"item came in good condition but no box, will definately deal again as its super worth it, recommended! but courier company has very bad service this time round so 0 stars for courier, it was my worst courier experience as deliver suppose to be 10-6 and they came only in evening! not professional!",G,G,0.192168465091,0.720168109759,0.0876634251499,0.53
1347,4149345,15737299,5,Good and true to picture,G,G,0.0797424846205,0.70975064217,0.210506873209,0.63
1348,4149345,14477372,5,"Could have pack the wall stickers better. 
Happy to receive item fast.
Thanks. ",G,G,0.100414530912,0.764238353633,0.135347115455,0.66
1349,4149345,16427659,5,Really work well. Packaging perfect. ,G,G,0.111610984586,0.794509049553,0.0938799658606,0.68
1350,4149345,14479925,5,"item came in good condition but no box, will definately deal again as its super worth it, recommended! but courier company has very bad service this time round so 0 stars for courier, it was my worst courier experience as deliver suppose to be 10-6 and they came only in evening! not professional!",G,G,0.192168465091,0.720168109759,0.0876634251499,0.53
1351,4149345,16751702,5,Good,G,G,0.00401678033778,0.919179307473,0.0768039121888,0.92
1352,4149345,16431852,5,"Received item in good condition even tho the box is a little dented. Have yet to try, will update it after usage! ",G,G,0.181423935205,0.608188060418,0.210388004377,0.43
1353,4937640,104304937,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1354,4937640,282750352,5, Excellent service by seller,G,G,0.0209948778382,0.964359510905,0.0146456112572,0.94
1355,4149345,24119065,5,Great,G,G,0.026261934346,0.877618838776,0.096119226878,0.85
1356,4937640,313634389,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1357,4149345,237463508,3," Product quality is ok, doesnt really work? ",G,G,0.266340789221,0.659034499951,0.074624710828,0.39
1358,4937640,155675738,5,Hello! I have received all my stuffs. At first the bags didnt come together in the same delivery. But i received it today and i loved all the items! The travel luggage are exactly like the photo and its super pretty! Its not very hard on the outside but its good to hold things. ,G,G,0.210526373106,0.565586100935,0.22388752596,0.36
1359,4937640,315187569,3, Product quality is ok,G,G,0.0454895968932,0.848255058326,0.10625534478,0.8
1360,4149345,24119096,4,Delivery takes awhile. Product came with bubble wrapped. However there's a little scratch at the top left side of the glass. Product is simple and nice. Now i'm able to keep and display all my watches. 🤗,B,B,0.443569260861,0.403775178481,0.152655560658,-0.04
1361,4149345,13432637,4,Box was dented and item itself has lots of scratches when arrived :( ,B,B,0.629017209097,0.246290030487,0.124692760415,-0.38
1362,4149345,54768146,0,@aniswek thank you .could you kindly rate us for 5 star╰(*´︶`*)╯？we really appreciate it.Thanks and have a great day!,N,G,0.0459328834388,0.715668462291,0.23839865427,0.67
1363,4149345,15247434,4, Product quality is ok Poor delivery speed Good service by seller,N,G,0.215979250112,0.777143054017,0.00687769587095,0.56
1364,4937640,24095270,4,Everything is good except that it's a little difficult to press the nozzle,G,G,0.174351714312,0.510192391209,0.315455894479,0.34
